Kod;Produktgrupp;Artikelnr;RSK-nr;Benämning;Rabatt;Rabatt2;NtoPris;ArtRabatt
V;411102;;;Golvbrunnar Purus II;41,14;;;;
V;411104;;;Tbh Golvbrunn Purus;46,13;;;;
V;411106;;;Golvbrunnar Gjutna/Rostfritt Purus;43,44;;;;
V;411108;;;Golvbrunnar Rostfritt Purus;55,51;;;;
V;411110;;;Purus Line;36,24;;;;
V;411200;;;Golvbrunnar Jafo I;41,09;;;;
V;411202;;;Golvbrunnar Jafo II;43,84;;;;
V;411204;;;Tbh Golvbrunnar Jafo;44,82;;;;
V;411206;;;Unidrain Golvrännor och Tbh Jafo;35,02;;;;
V;411208;;;Spolbrunnar Jafo;51,50;;;;
V;411300;;;Golvbrunnar Spygatter M Thb Faluplast;34,05;;;;
V;411400;;;Golvbrunnar Blucher;32,78;;;;
V;411906;;;Lätta Brunnslock;25,88;;;;
V;411990;;;Solar Plus Rensbrunnar;60,00;;;;
V;411992;;;Solar Plus Brunnar;60,00;;;;
V;411994;;;Solar Netto;50,00;;;;
V;411995;;;Solar Plus;60,00;;;;
V;411997;;;Anskaffningsmateriel AVC;30,00;;;;
V;412100;;;Reglersystem Esbe;48,47;;;;
V;412302;;;Shuntautomatik LK Armatur;38,70;;;;
V;412600;;;Vattensäkring Waterfuse MTbh Prevecta;29,47;;;;
V;412650;;;VATTENFELSBRYTARE VATETTE;36,19;;;;
V;412660;;;Vattenfelsbrytare LK System;39,73;;;;
V;412700;;;Varishunt Sie;31,89;;;;
V;412702;;;Varishunt Tbh Sie;19,34;;;;
V;412704;;;Ventilställdon Elektrohydrauliska SIE;28,06;;;;
V;412706;;;Ventilställdon Elektrmekaniska Sie;19,09;;;;
V;412708;;;Tbh Ställdon Sie;13,29;;;;
V;412710;;;Styrventiler Sie;30,31;;;;
V;412712;;;Styrventil Magnetic Sie;34,45;;;;
V;412714;;;Sätesventiler Tbh Sie II;15,66;;;;
V;412716;;;Sätesventiler Tbh Sie I;11,13;;;;
V;412720;;;Givare Termostater Sie;8,41;;;;
V;412722;;;Regulatorer Sie;19,99;;;;
V;412724;;;Synco Living Starter Kit Sie;16,08;;;;
V;412726;;;Syncro Living Tbh Sie;18,52;;;;
V;412994;;;Solar Netto;50,00;;;;
V;412995;;;Solar Plus;60,00;;;;
V;412997;;;Anskaffningsmateriel AVC;30,00;;;;
V;413300;;;Tryckkärl IPX Beulco;53,16;;;;
V;413302;;;Tryckvattenbehållar Beulco;45,54;;;;
V;413304;;;Tbh Tryckkärl Beulco;47,21;;;;
V;413306;;;Partikelfilter M Tbh Beulco;53,40;;;;
V;413410;;;Hydropresser Debe;22,11;;;;
V;413600;;;Hydroforslang Lundgrens;0,00;;;;
V;413702;;;Tbh Tryckkärl Somatherm;44,05;;;;
V;413800;;;Exp. Kärl Flexcon oTbh Flamco;49,04;;;;
V;413802;;;Tryckkärl Flexcon Flamco;34,55;;;;
V;413910;;;HydroforTbh LK;46,68;;;;
V;413912;;;Kalklösare Aqua Trebema;31,68;;;;
V;413928;;;Nivålarm Ema;31,86;;;;
V;413990;;;Solar Plus Eget avlopp;60,00;;;;
V;413992;;;Solar Plus eget avlopp Tbh;60,00;;;;
V;413994;;;Solar Netto;50,00;;;;
V;413995;;;Solar Plus;60,00;;;;
V;413997;;;Anskaffningsmateriel AVC;30,00;;;;
V;414100;;;Cirk.Pump  Grundfos I;34,43;;;;
V;414102;;;Cirk.Pump  Grundfos II;35,12;;;;
V;414104;;;Tbh Cirkpumpar Grundfos;35,26;;;;
V;414106;;;Centrifugalpumpar Grundfos;18,32;;;;
V;414108;;;Hushållspump Sololift Grundfos;26,38;;;;
V;414110;;;Djupbrunnspumpar Grundfos;36,99;;;;
V;414112;;;Bevattningspumpar Grundfos;36,99;;;;
V;414200;;;Cirkulationsp. Stratos P./Yonos P. Wilo;42,73;;;;
V;414202;;;Cirkulationspump Wilo I;43,20;;;;
V;414204;;;Cirkulationspump Wilo II;25,64;;;;
V;414208;;;Tbh cirk.pump Wilo;41,82;;;;
V;414210;;;PumpTbh Wilo;31,26;;;;
V;414214;;;Djupbrunnspumpar Wilo;21,00;;;;
V;414216;;;Bevattningspump Wilo;43,90;;;;
V;414218;;;Dräneringspump Wilo;42,30;;;;
V;414302;;;Tbh Cirk.Pump Beulco;33,35;;;;
V;414304;;;PumpTbh Beulco;37,60;;;;
V;414308;;;Bevattningspumpar Beulco;38,90;;;;
V;414310;;;Reservdelar pumpar Beulco;22,34;;;;
V;414400;;;Wc-och Hushållspump Saniflo;43,20;;;;
V;414510;;;Pumptillbehör Debe;34,32;;;;
V;414800;;;Tryckströmbrytare Danfoss;44,96;;;;
V;414992;;;Solar Plus;60,00;;;;
V;414994;;;Solar Netto;50,00;;;;
V;414995;;;Solar Plus;60,00;;;;
V;414997;;;Anskaffningsmateriel AVC;30,00;;;;
V;415100;;;Värmepumpar Nibe;20,34;;;;
V;415101;;;Värmepumpar L/V Nibe;20,54;;;;
V;415102;;;Värmepump Fastighet Nibe;22,73;;;;
V;415104;;;Villapannor El Nibe;20,15;;;;
V;415106;;;Villpannor Nibe;18,04;;;;
V;415108;;;Tbh Värmepannor NIBE;51,52;;;;
V;415112;;;Tbh Nibe;35,69;;;;
V;415200;;;Värmepumpar CTC Enertech;22,12;;;;
V;415201;;;Värmepumpar L/V CTC Enertech;22,32;;;;
V;415202;;;Tbh Värmepumpar CTC Enertech;22,12;;;;
V;415206;;;Reservdelar CTC/Bentone Enertech;33,82;;;;
V;415208;;;Tbh CTC Enertech;25,68;;;;
V;415214;;;Oljemunstycke Danfoss Enertech;52,23;;;;
V;415500;;;Villapannor VB;14,50;;;;
V;415502;;;Tbh Villapannor VB;7,64;;;;
V;415504;;;Elpatroner m. Tbh VB;43,14;;;;
V;415506;;;Pelletsbrännare m Tbh  VB;12,88;;;;
V;415508;;;Reservdelar Viking Bio VB;30,52;;;;
V;415510;;;Elkassetter VB;25,20;;;;
V;415514;;;Tbh Solfångare VB;6,14;;;;
V;415805;;;Luft / Luft Bom KB;28,41;;;;
V;415809;;;Tillbehör KB;21,02;;;;
V;415910;;;Villpannor Metro;29,47;;;;
V;415912;;;Pelletsbrännare mTbh Iwabo Metro;12,05;;;;
V;415914;;;Reservdelar Pelletsbr. Iwabo Metro;24,52;;;;
V;415920;;;OljeeldningsTbh Tigerholm;26,92;;;;
V;415924;;;PannorTbh Afriso Ema;50,31;;;;
V;415926;;;OljeeldningsTbh Mano-Therm;35,75;;;;
V;415930;;;Vattenbehandling Cimberio A/S;40,56;;;;
V;415932;;;Tbh Pannor Esbe;33,05;;;;
V;415936;;;Oljekopplingar Härenviks;37,07;;;;
V;415952;;;Panasonic luft/ luft (A2A) Flagship;48,86;;;;
V;415953;;;Panasonic luft/luft KIT I;48,86;;;;
V;415955;;;Luft/luft I Panasonic;43,75;;;;
V;415957;;;Luft/luft II Panasonic;42,61;;;;
V;415959;;;luft/vatten Panasonic;25,66;;;;
V;415961;;;Panasonic luft/luft KIT II;43,75;;;;
V;415963;;;Panasonic luft/luft KIT III;42,61;;;;
V;415964;;;Panasonic TBH;34,94;;;;
V;415970;;;Tillbehör värmepumpar Entrade;46,23;;;;
V;415975;;;Haier Värmepumpar;33,35;;;;
V;415980;;;Värmepump Thermonova;37,50;;;;
V;415982;;;Värmepump Nova Thermonova;23,86;;;;
V;415990;;;Solar Plus Värmepump o Kyla;60,00;;;;
V;415994;;;Solar Netto;50,00;;;;
V;415995;;;Solar Plus;60,00;;;;
V;415997;;;Anskaffningsmateriel AVC;30,00;;;;
V;416100;;;TP-Radiatorer Nya Rettig I;59,61;;;;
V;416102;;;TP-Radiatorer Nya Rettig II;47,88;;;;
V;416104;;;TP-rad.Tbh Rettig;50,01;;;;
V;416106;;;PURMO RADIATORER Rettig I;57,21;;;;
V;416108;;;PURMO RADIATORER Rettig II;52,57;;;;
V;416110;;;Purmo Radiatorer Hygien Rettig;34,58;;;;
V;416112;;;Handdukstorkar Rettig;43,87;;;;
V;416114;;;Thermocon Konvektorer;37,10;;;;
V;416300;;;TP-rad.Tbh MMA;52,76;;;;
V;416500;;;Luftridå + Fläktvärm. MedTbh Frico;37,60;;;;
V;416600;;;Fläktluftvärm.-Konvektor-Luftridå Eveco;38,96;;;;
V;416710;;;Thermrad  Solar;75,86;;;;
V;416720;;;Kompact Plan Thermrad;70,55;;;;
V;416725;;;Kompakt 8 Thermrad;75,18;;;;
V;416728;;;Kompakt 8 flat Thermrad;74,60;;;;
V;416735;;;Vertikal Thermrad;72,73;;;;
V;416740;;;Tillbehör Thermrad;72,73;;;;
V;416745;;;Handdukstork Thermrad;74,09;;;;
V;416750;;;Kompakt 6 flat Thermrad;74,49;;;;
V;416790;;;Reservdelar Thermrad;71,47;;;;
V;416994;;;Solar Netto;50,00;;;;
V;416995;;;Solar Plus;60,00;;;;
V;416997;;;Anskaffningsmateriel AVC;30,00;;;;
V;417102;;;Utjämningskärl NIBE;22,19;;;;
V;417200;;;Ackumulatortankar Bentone-CTC Enertech;20,05;;;;
V;417400;;;Elberedare Metro;30,67;;;;
V;417402;;;Elpatroner m.Tbh Metro;43,03;;;;
V;417404;;;Elberedare Focus Metro;31,77;;;;
V;417500;;;Ack.Tankar VB;11,74;;;;
V;417502;;;Ack.TankarTbh. VB;21,04;;;;
V;417700;;;Ack.Tankar Strömspannan;40,61;;;;
V;417900;;;Elpatroner och Tbh Relek;43,64;;;;
V;417901;;;Laddkoppel m.Tbh Termoventiler X;36,77;;;;
V;417902;;;Laddkoppel m.Tbh Termoventiler;31,23;;;;
V;417904;;;OljeeldningsTbh Termoventiler;34,42;;;;
V;417994;;;Solar Netto;50,00;;;;
V;417995;;;Solar Plus;60,00;;;;
V;417997;;;Anskaffningsmateriel AVC;30,00;;;;
V;418100;;;Duschkabiner,Väggar Ifö;46,13;;;;
V;418102;;;Badkar Ifö;44,72;;;;
V;418104;;;Reservelar möbler, dusch, badkar Ifö;52,73;;;;
V;418110;;;Showeramar Art Ifö;34,09;;;;
V;418115;;;Showerama Ifö;31,82;;;;
V;418200;;;Badkar Gbg Vvs;34,74;;;;
V;418202;;;Badkarsreservdelar Gbg Vvs;34,63;;;;
V;418300;;;Duschkabiner,Väggar Ido;19,53;;;;
V;418500;;;Duschväggar Svedberg;13,46;;;;
V;418600;;;Duschlist LK Konsult;34,83;;;;
V;418650;;;Duschväggar Arrow;43,48;;;;
V;418700;;;Reservdelar Kar Faluplast;39,79;;;;
V;418890;;;Blue Label Badkar;35,00;;;;
V;418994;;;Solar Netto;50,00;;;;
V;418995;;;Solar Plus;60,00;;;;
V;418997;;;Anskaffningsmateriel AVC;30,00;;;;
V;419100;;;Tvättställ o Pelare Ifö;37,94;;;;
V;419101;;;Tvättställ Spira IFÖ;37,30;;;;
V;419102;;;Tvättställ Rostfritt Contura;40,98;;;;
V;419110;;;Vinta Art Tvättställ Ifö;35,23;;;;
V;419115;;;Vinta Tvättställ Ifö;40,27;;;;
V;419120;;;Elegant Tvättställ Ifö;56,37;;;;
V;419200;;;Tvättställ Gbg Nautic;38,05;;;;
V;419201;;;Tvättställ övrigt Gbg;23,00;;;;
V;419202;;;Tvättställ o Pelare Gbg Vvs;16,86;;;;
V;419350;;;Tvättställ Grohe;20,96;;;;
V;419500;;;Sanitet Rostfritt Jafo;17,36;;;;
V;419550;;;Solar Plus Tvättställ I Laufen;40,00;;;;
V;419551;;;Solar Plus Tvättställ II Laufen;40,00;;;;
V;419552;;;Tvättställ övriga Laufen;30,11;;;;
V;419600;;;Tvättställ Rostfritt Purus;22,57;;;;
V;419700;;;Tvättrännor och Tvättställ Rfr Intra;31,56;;;;
V;419800;;;Tvättställs Paket;33,76;;;;
V;419890;;;Blue Label tvättställ Vit;35,00;;;;
V;419891;;;Blue Label tvättställ Färg;35,00;;;;
V;419994;;;Solar Netto;50,00;;;;
V;419995;;;Solar Plus;60,00;;;;
V;419997;;;Anskaffningsmateriel AVC;30,00;;;;
V;420099;;;WC Spira IFÖ X;46,50;;;;
V;420100;;;Wc-Stolar Std Ifö I;45,18;;;;
V;420101;;;WC Spira IFÖ I;46,50;;;;
V;420102;;;Wc-Stolar Ifö II;40,76;;;;
V;420103;;;WC Spira IFÖ II;45,35;;;;
V;420104;;;Wc-Stolar Ifö III;42,33;;;;
V;420106;;;Wc-Skålar Ifö;34,32;;;;
V;420108;;;Wc-Sits Ifö;41,82;;;;
V;420110;;;Tbh  Wc IFÖ;47,26;;;;
V;420112;;;Fresh Wc;44,74;;;;
V;420114;;;Urinal Ifö;25,17;;;;
V;420118;;;Reservd Porslin Prewall V-lås Contura;55,38;;;;
V;420130;;;Care Geberit;40,39;;;;
V;420150;;;Vinta Art WC Ifö;52,28;;;;
V;420155;;;Vinta WC Ifö;49,10;;;;
V;420157;;;Vinta WC vägg Ifö;36,36;;;;
V;420160;;;Silia WC Ifö;36,36;;;;
V;420165;;;Pala WC Ifö;37,22;;;;
V;420170;;;Pala & Vinta Sitsar Ifö;37,22;;;;
V;420201;;;WC-stolar HF Standard GBG;48,59;;;;
V;420202;;;Wc-Stolar Nautic Gbg Vvs;27,09;;;;
V;420203;;;WC-stolar HF Övriga GBG;44,24;;;;
V;420204;;;Wc-Stolar GbgVvs;30,93;;;;
V;420205;;;Wc-Stolar övrigt Gbg;19,46;;;;
V;420206;;;Wc-Reservdelar Gbg Vvs;53,34;;;;
V;420208;;;Wc-Sits Reservdel Gbg Vvs;40,98;;;;
V;420210;;;Wc-SitsTbh Gbg Vvs;42,23;;;;
V;420212;;;Wc-Tbh Gbg  Gbg Vvs;58,97;;;;
V;420304;;;Wc-Sits Ido;44,04;;;;
V;420306;;;Wc-Reservdelar Ido;50,31;;;;
V;420350;;;Wc Grohe;60,01;;;;
V;420550;;;Solar Plus WC I Laufen;40,00;;;;
V;420551;;;Solar Plus WC II Laufen;40,00;;;;
V;420552;;;Solar Plus WC III Laufen;40,00;;;;
V;420553;;;WC övriga Laufen;30,11;;;;
V;420600;;;Mulltoa Swedish Eco.;33,96;;;;
V;420700;;;Reservdelar Wc-Stol Tubman;45,35;;;;
V;420800;;;Reservdelar Wc-Stol Jafo;52,90;;;;
V;420890;;;Blue Label WC Vit;35,00;;;;
V;420891;;;Blue Label WC Färg;35,00;;;;
V;420900;;;Reservdelar Wc-Stol Ezze;30,63;;;;
V;420950;;;Installationspaket 1 Vvs;42,24;;;;
V;420952;;;Installationspaket 2 Vvs;43,18;;;;
V;420994;;;Solar Netto;50,00;;;;
V;420995;;;Solar Plus;60,00;;;;
V;420997;;;Anskaffningsmateriel AVC;30,00;;;;
V;421100;;;Tvättbänkar Contura;38,20;;;;
V;421102;;;Disk- o Tvättbänkar Contura;46,88;;;;
V;421104;;;Utslagstrattar Contura;30,80;;;;
V;421200;;;Tvättbänkar Nimo;31,37;;;;
V;421210;;;Torkskåp NIMO;39,59;;;;
V;421300;;;Diskbänkar O Rostfritt Intra;19,01;;;;
V;421304;;;Intra Utslagsback Rfr Intra;22,34;;;;
V;421306;;;Avfallskvarn Intra;37,16;;;;
V;421400;;;Utslagsbackar Jafo;32,20;;;;
V;421500;;;Underlägg Tollco;50,31;;;;
V;421600;;;Vattensäkring Vatek;38,44;;;;
V;421802;;;Diskbänkar II Franke;44,79;;;;
V;421805;;;Diskbänkstillbehör Franke;32,06;;;;
V;421807;;;Diskbänkstillbehör II Franke;38,96;;;;
V;421852;;;Inbyggnadssortiment Stala;43,06;;;;
V;421854;;;Källsortering, tillbehör Stala Oy;43,48;;;;
V;421994;;;Solar Netto;50,00;;;;
V;421995;;;Solar Plus;60,00;;;;
V;421997;;;Anskaffningsmateriel AVC;30,00;;;;
V;422100;;;Premont Ifö;38,22;;;;
V;422102;;;Vattenlås Contura;57,84;;;;
V;422104;;;Tbh Tvätt Ställ Ifö;50,91;;;;
V;422200;;;TriomontGbg Vvs;30,54;;;;
V;422202;;;Tbh Tv.Ställ Gbg Vvs;46,20;;;;
V;422300;;;Inbyggnadssystem Ido;15,96;;;;
V;422400;;;Vattenlås Faluplast;58,43;;;;
V;422402;;;Vattenlås Standard Faluplast;54,32;;;;
V;422404;;;Vattenlås Flexi Faluplast;55,91;;;;
V;422500;;;Fixtur universal 30-serien Rebase;37,61;;;;
V;422502;;;Wc-fixtur 20-serien Rebase;49,47;;;;
V;422504;;;Vägghylla, armstöd 10-serien Rebase;47,64;;;;
V;422506;;;Avloppansl, väggbrickor 40-50-ser Rebase;37,40;;;;
V;422508;;;Avsloppsanslutningar Rebase;47,44;;;;
V;422600;;;Vattenlås Purus I;54,84;;;;
V;422602;;;Vattenlås Purus II;55,72;;;;
V;422604;;;Slang Purus;57,31;;;;
V;422700;;;Fixtursystem Geberit;53,56;;;;
V;422701;;;Fixtursystem Geberit X;60,06;;;;
V;422800;;;Fixtursystem Grohe;46,44;;;;
V;422801;;;Fixtursystem II Grohe;40,35;;;;
V;422820;;;Vattenlås Franke;30,63;;;;
V;422900;;;Vattenlås Jafo;55,77;;;;
V;422906;;;Tbh Tv.Ställ Konsoler Öringe;48,86;;;;
V;422994;;;Solar Netto;50,00;;;;
V;422995;;;Solar Plus;60,00;;;;
V;422997;;;Anskaffningsmateriel AVC;30,00;;;;
V;423100;;;Blandare FMM Ostnor I;43,95;;;;
V;423102;;;Blandare FMM Ostnor II;43,95;;;;
V;423104;;;Blandare Design FMM Ostnor;39,29;;;;
V;423106;;;Blandare Mora Ostnor I;44,54;;;;
V;423108;;;Blandare Mora Ostnor II;44,96;;;;
V;423110;;;Blandare Design Mora Ostnor I;40,97;;;;
V;423112;;;Blandare Design Mora Ostnor II;41,82;;;;
V;423113;;;Mora INXX II FMM;34,84;;;;
V;423114;;;Blandare Tvågrepp Ostnor;34,56;;;;
V;423116;;;Blandare FMM Montering Ostnor;26,71;;;;
V;423122;;;Ettgrepp Viskan FMM;58,73;;;;
V;423124;;;Thermostat Viskan FMM;66,27;;;;
V;423126;;;Blandare Runn FMM;21,43;;;;
V;423140;;;Blandare 9000EX I FMM;35,60;;;;
V;423142;;;Blandare 9000EX II FMM;32,10;;;;
V;423160;;;Blandare MMIX2 I  FM Mattson;34,09;;;;
V;423162;;;Blandare MMIX2 II FM Mattson;34,09;;;;
V;423166;;;Blandare lynx II FMM;35,23;;;;
V;423200;;;Blandare Va Gbg Vvs I;46,27;;;;
V;423202;;;Blandare Va Gbg Vvs II;46,71;;;;
V;423210;;;Blandare Atlantic Villeroy & Boch;44,37;;;;
V;423304;;;Blandare ORAS 1a;49,47;;;;
V;423306;;;BLANDARE 2A ORAS;52,81;;;;
V;423404;;;Blandare HG Hansgrohe;37,39;;;;
V;423406;;;Blandare AX Hangrohe;31,37;;;;
V;423500;;;Blandare Grohe;46,45;;;;
V;423530;;;Quickfix Trade Grohe;39,41;;;;
V;423650;;;Blandare Tapwell;14,63;;;;
V;423700;;;Reservdelar Blandar Damixa;44,64;;;;
V;423710;;;Blandare Damixa FM Mattsson Mora Group;38,13;;;;
V;423890;;;Blue Label Blandare Krom;35,00;;;;
V;423891;;;Blue Label Blandare Färg;35,00;;;;
V;423990;;;Solar Plus Duschkomb;60,00;;;;
V;423994;;;Solar Netto;50,00;;;;
V;423995;;;Solar Plus;60,00;;;;
V;423997;;;Anskaffningsmateriel AVC;30,00;;;;
V;424100;;;Duschar MedTbh Ostnor I;47,52;;;;
V;424102;;;Duschar MedTbh Ostnor II;47,52;;;;
V;424105;;;Duschutrustning Viskan FMM;57,74;;;;
V;424106;;;Reservdelar Blandare FMM Ostnor I;43,11;;;;
V;424108;;;Reservdelar Blandare FMM Ostnor II;52,22;;;;
V;424110;;;Reservdelar Blandare FMM Ostnor III;49,95;;;;
V;424112;;;Reservdelar Blandare Design FMM Ostnor;24,33;;;;
V;424114;;;Utloppspip FMM Ostnor;44,64;;;;
V;424116;;;Reservdelar Blandare Mora Ostnor I;52,81;;;;
V;424118;;;Reservdelar Blandare Mora Ostnor II;49,77;;;;
V;424120;;;Vattenutkastare FMM Ostnor;53,64;;;;
V;424121;;;Vattenutkastare Std FMM Ostnor;68,24;;;;
V;424122;;;Vattenutkastare Mora Ostnor;38,64;;;;
V;424124;;;VattenutkastareTbh Ostnor;48,51;;;;
V;424126;;;Tappventiler FMM Ostnor;52,96;;;;
V;424128;;;Tappventiler Mora Ostnor;41,59;;;;
V;424130;;;SanitetsarmaturTbh Mora Ostnor;53,18;;;;
V;424132;;;BottenventilTbh Ostnor;45,63;;;;
V;424134;;;Konkopplingssystem FMM Ostnor;49,00;;;;
V;424136;;;Sanitetsarm. Ansl. Koppl FMM Ostnor;50,91;;;;
V;424138;;;Sanitetsarm. Ansl. Koppl Mora Ostnor;49,10;;;;
V;424139;;;Sanitetsarm. Ansl. Koppl Inxx II Mora;12,86;;;;
V;424140;;;Konkopplingssystem Mora Ostnor;48,45;;;;
V;424142;;;Kopplingar o Nipplar Ostnor I;46,54;;;;
V;424144;;;Kopplingar o Nipplar Ostnor II;30,87;;;;
V;424146;;;Kulventil FMM;38,87;;;;
V;424150;;;Blandarfäste, väggbrickor Mora/ FMM;31,18;;;;
V;424155;;;Reservdelar tbh Mora FMM;30,68;;;;
V;424170;;;Accessoarer Mora/ FMM;18,83;;;;
V;424200;;;Duschar MedTbh Gbg Vvs;38,81;;;;
V;424202;;;Duschar MedTbh Gbg Vvs I;24,59;;;;
V;424204;;;Blandarfäste/Väggbrickor Gbg Vvs;56,55;;;;
V;424206;;;Vattenutkastare VA Gbg Vvs;50,18;;;;
V;424207;;;Vattenutkastare Std Gbg;56,67;;;;
V;424208;;;VattenutkastareTbh Gbg Vvs;45,37;;;;
V;424210;;;Tappventiler Gbg Vvs;47,28;;;;
V;424211;;;Vatette Installationspr. Gbg Vvs X;57,26;;;;
V;424212;;;Vatette Installationsprodukter Gbg Vvs;53,99;;;;
V;424214;;;Sanitetsarmatur Ansl. Koppl. Gbg Vvs;47,28;;;;
V;424216;;;Bottenventil Gbg Vvs;43,49;;;;
V;424218;;;Reservdelar Blandare Va Gbg Vvs;47,05;;;;
V;424220;;;Utloppspip Gbg Vvs I;49,77;;;;
V;424222;;;Utloppspip Gbg Vvs II;38,21;;;;
V;424223;;;Kulventil Vårgårda Gbg Vvs X;57,16;;;;
V;424224;;;Kulventil Vårgårda Gbg Vvs;50,40;;;;
V;424300;;;Duschar MedTbh Oras;40,19;;;;
V;424302;;;Electra Duschpanel Oras;20,92;;;;
V;424304;;;Väggfäste Oras;46,00;;;;
V;424306;;;Vattenutkastare Oras;31,87;;;;
V;424308;;;VattenutkastareTbh Oras;30,57;;;;
V;424310;;;Tappventiler Oras;47,01;;;;
V;424312;;;Sanitetsarmatur Tbh Oras;43,93;;;;
V;424314;;;Reservdelar Blandare Oras;46,67;;;;
V;424404;;;Reservdelar Blandar Hansgrohe;22,30;;;;
V;424500;;;Duschar MedTbh Grohe;44,74;;;;
V;424502;;;Reservdelar Blandar/Tbh Grohe;48,49;;;;
V;424600;;;Ansl.Slang Beulco;50,43;;;;
V;424601;;;Packning Ansl.Slang Beulco;36,46;;;;
V;424603;;;Ansl.Slang Beulco X;56,67;;;;
V;424650;;;Dusch övrigt Tapwell;14,63;;;;
V;424660;;;Flödesbegränsre Divello;29,74;;;;
V;424700;;;Blandarfäste Trio I;45,70;;;;
V;424702;;;Blandarfäste Trio II;46,67;;;;
V;424706;;;Sanitetsarmatur Trio I;45,46;;;;
V;424708;;;Sanitetsarmatur Trio II;46,00;;;;
V;424714;;;Kopplingar O Nipplar Trio I;52,97;;;;
V;424716;;;Kopplingar O Nipplar Trio II;57,59;;;;
V;424718;;;Kopplingar O Nipplar Trio III;40,19;;;;
V;424720;;;Tappventiler Trio I;44,77;;;;
V;424728;;;VattenutkastareTbh Trio;32,57;;;;
V;424730;;;Bottenventiler Trio I;44,74;;;;
V;424736;;;Täck O Väggbricka Trio;39,72;;;;
V;424738;;;Reservdelar Blandar Trio;43,03;;;;
V;424740;;;Utloppspip Tbh Trio;44,74;;;;
V;424800;;;Sanitetsarmatur Fästmateriel Ezze;42,23;;;;
V;424802;;;Sanitetsarmatur Fästmateriel Ezze I;53,54;;;;
V;424804;;;Sanitetsarmatur Fästmateriel Ezze II;45,37;;;;
V;424806;;;Sanitetsarmatur Fästmateriel Ezze III;68,61;;;;
V;424890;;;Blue Label Duschset;35,00;;;;
V;424891;;;Blue Label Tillbehör;35,00;;;;
V;424900;;;Duschar MedTbh Arrow;40,00;;;;
V;424902;;;Sanitetsarmatur Ansl. Koppl. Arrow;44,50;;;;
V;424904;;;Sanitetsarmatur Vvs Agenturer;40,50;;;;
V;424906;;;SanitetsarmaturTbh Purus I;11,20;;;;
V;424908;;;SanitetsarmaturTbh Purus II;26,43;;;;
V;424912;;;Kulventil Ballofix Broen;50,33;;;;
V;424914;;;Kulventil Vsh Broen;36,21;;;;
V;424916;;;Avloppsventiler Kope;53,40;;;;
V;424926;;;Diskmedelsdispenser JAFO;16,76;;;;
V;424928;;;Reservdelar O-Ringar Lundgrens;30,63;;;;
V;424994;;;Solar Netto;50,00;;;;
V;424995;;;Solar Plus;60,00;;;;
V;424997;;;Anskaffningsmateriel AVC;30,00;;;;
V;425100;;;Badrumsmöbler Ifö;37,70;;;;
V;425102;;;Badrumsmöbler Spira IFÖ;36,77;;;;
V;425105;;;Badrums tbh InxxII Mora FMM;18,38;;;;
V;425110;;;Silia Möbel Ifö;49,77;;;;
V;425113;;;Elegant Möbel;53,16;;;;
V;425114;;;Reflect Ifö;35,23;;;;
V;425200;;;Badrumsmöbler Gustavsberg;38,40;;;;
V;425400;;;Handdukstorkar Ostnor;36,47;;;;
V;425540;;;Badmöbler Noro;51,44;;;;
V;425600;;;Handdukstorkar Svedbergs I;22,29;;;;
V;425602;;;Handdukstorkar Svedbergs II;28,37;;;;
V;425604;;;Badrumsmöbler Svedberg I;29,74;;;;
V;425650;;;Solar Plus Möbler Laufen;29,55;;;;
V;425750;;;Handdukstorkar Virab I;48,49;;;;
V;425800;;;BadrumsTbh Grohe;41,61;;;;
V;425900;;;Tbh Tv.Ställ Isaksson;37,29;;;;
V;425994;;;Solar Netto;50,00;;;;
V;425995;;;Solar Plus;60,00;;;;
V;425997;;;Anskaffningsmateriel AVC;30,00;;;;
V;426994;;;Solar Netto;50,00;;;;
V;426995;;;Solar Plus;60,00;;;;
V;426997;;;Anskaffningsmateriel AVC;30,00;;;;
V;427100;;;Omfyllnadssatser Brenntag;54,81;;;;
V;427108;;;Patronfilter Debe;43,60;;;;
V;427122;;;Vattenfilter Debe;41,22;;;;
V;427994;;;Solar Netto;50,00;;;;
V;427997;;;Anskaffningsmateriel AVC;30,00;;;;
V;499994;;;Solar Netto;50,00;;;;
V;499997;;;Anskaffningsmateriel AVC;30,00;;;;
V;501010;;;Actuators I SMC;37,50;;;;
V;501030;;;Actuators III SMC;10,00;;;;
V;501060;;;Airline Equipm II SMC;34,89;;;;
V;501100;;;Control Vavles I SMC;34,25;;;;
V;501120;;;Control Vavles III SMC;28,38;;;;
V;501160;;;Fitting and Tubing I SMC;42,24;;;;
V;501230;;;Sensors and Switches I SMC;32,88;;;;
V;501240;;;Sensors and Switches II SMC;27,63;;;;
V;501260;;;Static Control II SMC;24,66;;;;
V;501300;;;Vacuum Products III SMC;15,18;;;;
V;501330;;;Other Pneumatics I SMC;14,49;;;;
V;501350;;;Other Pneumatics III SMC;32,88;;;;
V;501994;;;Solar Netto;50,00;;;;
V;502994;;;Solar Netto;50,00;;;;
V;503994;;;Solar Netto;50,00;;;;
V;504090;;;Backventil Rostfri/Syrafast;33,16;;;;
V;504994;;;Solar Netto;50,00;;;;
V;505994;;;Solar Netto;50,00;;;;
V;506994;;;Solar Netto;50,00;;;;
V;507994;;;Solar Netto;50,00;;;;
